country,year,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,electricity_demand,electricity_demand_per_capita,fossil_fuel_consumption,fossil_electricity,fossil_share_energy,renewables_consumption,renewables_electricity,renewables_share_energy,low_carbon_electricity,low_carbon_share_energy,solar_electricity,wind_electricity,hydro_electricity
Slovenia,2003,1992499.0,46758348275.0,80.237,40269.707,1.716,13.99,7021.333,56.781,5.54,71.506,8.438,3.08,10.627,8.29,28.494,0.0,0.0,2.96
Slovenia,2004,1993548.0,48578174459.0,85.143,42709.363,1.753,14.51,7278.48,57.861,5.6,68.775,11.476,4.21,13.64,9.67,31.225,0.0,0.0,4.09
Slovenia,2005,1996915.0,50309132737.0,85.309,42720.215,1.696,14.79,7406.424,58.88,5.66,69.809,9.648,3.57,11.438,9.45,30.191,0.0,0.0,3.46
Slovenia,2006,2003116.0,52944721543.0,85.831,42848.508,1.621,15.15,7563.216,60.097,5.86,70.791,9.962,3.7,11.735,9.25,29.209,0.0,0.0,3.59
Slovenia,2007,2014159.0,56590130937.0,85.379,42389.488,1.509,15.27,7581.328,60.198,5.96,71.226,9.173,3.38,10.853,9.08,28.774,0.0,0.0,3.27
Slovenia,2008,2025090.0,57981920900.0,93.656,46247.805,1.615,14.81,7313.255,64.231,5.83,69.377,11.8,4.31,12.746,10.58,30.623,0.0,0.0,4.02
Slovenia,2009,2035610.0,53266134006.0,86.411,42449.91,1.622,13.33,6548.406,56.886,5.75,66.698,13.34,4.9,15.641,10.64,33.302,0.0,0.0,4.71
Slovenia,2010,2044611.0,53649775101.0,86.567,42338.941,1.614,14.14,6915.741,57.698,5.85,67.53,13.01,4.75,15.228,10.41,32.47,0.01,0.0,4.52
Slovenia,2011,2048805.0,53761447942.0,84.039,41018.535,1.563,14.55,7101.701,56.359,5.82,67.852,10.601,3.88,12.763,10.1,32.148,0.07,0.0,3.56
Slovenia,2012,2053322.0,52342432631.0,81.659,39769.223,1.56,14.51,7066.598,54.53,5.69,67.592,11.897,4.33,14.747,9.86,32.408,0.16,0.0,3.9
Slovenia,2013,2056452.0,51803647300.0,80.779,39280.562,1.559,14.51,7055.842,52.188,5.39,65.529,13.898,5.11,17.451,10.41,34.471,0.22,0.0,4.63
Slovenia,2014,2058395.0,53237651266.0,82.861,40255.164,1.556,14.41,7000.6,47.775,4.18,58.658,17.463,6.6,21.441,12.97,41.342,0.26,0.0,6.09
Slovenia,2015,2059946.0,54414237086.0,74.716,36270.613,1.373,14.75,7160.382,47.925,4.8,64.99,11.518,4.35,15.619,10.0,35.01,0.27,0.01,3.81
Slovenia,2016,2061379.0,56151179265.0,79.858,38740.152,1.422,15.05,7300.938,51.279,5.45,65.131,13.094,5.06,16.631,10.78,34.869,0.27,0.01,4.5
Slovenia,2017,2062410.0,58855036945.0,80.721,39139.125,1.372,15.53,7530.025,52.384,5.32,65.733,11.595,4.44,14.55,10.73,34.267,0.28,0.01,3.87
Slovenia,2018,2069484.0,61476689663.0,82.391,39812.316,1.34,15.62,7547.775,52.877,5.12,65.046,14.045,5.22,17.278,11.0,34.954,0.25,0.01,4.7
Slovenia,2019,2083438.0,63598215879.0,80.002,38399.168,1.258,15.57,7473.225,50.738,5.03,64.307,13.753,5.04,17.43,10.86,35.693,0.3,0.01,4.48
Slovenia,2020,2102421.0,60849951865.0,77.295,36764.934,1.27,14.89,7082.312,45.377,4.96,59.614,15.055,5.58,19.778,11.93,40.386,0.37,0.01,4.93
Slovenia,2021,2113495.0,65846342756.0,76.582,36234.727,1.163,15.32,7248.657,46.636,4.44,61.774,14.805,5.44,19.61,11.15,38.226,0.45,0.01,4.71
Slovenia,2022,2115231.0,69385349463.0,70.602,33377.797,1.018,14.81,7001.6,44.889,3.68,64.346,11.1,4.07,15.912,9.68,35.654,0.65,0.01,3.15
Slovenia,2023,2118394.0,69385349463.0,73.762,34819.645,1.018,14.04,6627.662,42.131,3.65,58.121,16.691,6.3,23.026,11.9,41.879,0.98,0.01,5.02
Slovenia,2024,2118692.0,69385349463.0,79.156,37360.676,1.018,14.3,6749.447,44.328,4.0,56.971,19.247,6.87,24.736,12.71,43.029,1.27,0.01,5.34
Spain,1990,39084975.0,756125036542.0,1068.755,27344.383,1.413,150.74,3856.725,837.83,70.86,78.972,72.344,26.03,6.819,80.3,21.028,0.01,0.01,25.47
Spain,1991,39201750.0,786757895205.0,1106.519,28226.254,1.406,154.03,3929.161,866.347,71.32,78.883,77.538,27.81,7.06,83.39,21.117,0.01,0.01,27.25
Spain,1992,39420344.0,803260934603.0,1159.128,29404.311,1.443,157.29,3990.072,942.736,81.27,81.81,54.661,19.6,4.743,75.38,18.19,0.01,0.1,18.92
Spain,1993,39651627.0,794221319057.0,1121.501,28283.867,1.412,156.39,3944.1,888.13,73.93,79.744,69.87,25.13,6.274,81.19,20.256,0.01,0.12,24.42
Spain,1994,39858721.0,820138301435.0,1174.692,29471.383,1.432,162.05,4065.61,931.825,75.82,79.899,80.789,29.06,6.927,84.37,20.101,0.01,0.17,28.24
Spain,1995,40052733.0,855020227557.0,1219.41,30445.111,1.426,169.56,4233.419,989.643,85.23,81.665,68.151,24.38,5.624,79.84,18.335,0.02,0.27,23.08
Spain,1996,40237375.0,885027554238.0,1266.568,31477.406,1.431,174.27,4331.048,984.468,75.63,78.386,114.99,41.25,9.156,97.58,21.614,0.02,0.36,39.79
Spain,1997,40423823.0,925901360531.0,1317.594,32594.49,1.423,186.06,4602.731,1050.944,96.86,80.358,103.275,36.97,7.897,92.27,19.642,0.02,0.74,34.75
Spain,1998,40617436.0,976805803240.0,1377.544,33915.09,1.41,196.79,4844.963,1100.669,97.51,80.483,103.04,36.89,7.534,95.88,19.517,0.02,1.35,33.99
Spain,1999,40812855.0,1031651264612.0,1441.673,35324.004,1.397,211.35,5178.516,1193.407,119.57,83.254,76.565,27.21,5.341,86.06,16.746,0.03,2.74,22.82
Spain,2000,41019772.0,1094998702299.0,1525.348,37185.68,1.393,225.36,5493.936,1242.603,124.22,81.999,99.985,34.49,6.598,96.7,18.001,0.01,4.73,28.26
Spain,2001,41245602.0,1147959133197.0,1587.078,38478.723,1.383,236.52,5734.43,1261.818,120.06,80.117,137.169,49.3,8.709,113.01,19.883,0.02,6.76,40.89
Spain,2002,41755703.0,1191323484900.0,1614.626,38668.391,1.355,245.24,5873.21,1335.614,143.72,83.226,96.552,33.17,6.016,96.19,16.774,0.02,9.34,21.22
Spain,2003,42506540.0,1239651963472.0,1694.781,39871.066,1.367,258.56,6082.829,1358.223,139.67,80.767,154.827,55.75,9.207,117.63,19.233,0.02,12.07,40.48
Spain,2004,43234562.0,1289831715789.0,1744.459,40348.723,1.352,273.58,6327.808,1421.262,162.87,82.031,138.948,50.13,8.02,113.74,17.969,0.02,15.7,31.08
Spain,2005,43958883.0,1348839731490.0,1770.33,40272.402,1.312,288.12,6554.307,1491.832,189.65,84.769,113.369,42.27,6.442,99.81,15.231,0.05,21.18,18.39
Spain,2006,44695446.0,1415738502534.0,1783.067,39893.699,1.259,292.31,6540.04,1469.746,183.31,82.989,140.503,52.15,7.933,112.28,17.011,0.12,23.3,25.96
Spain,2007,45516501.0,1481143208580.0,1828.408,40170.227,1.234,296.11,6505.552,1508.342,188.46,83.061,161.062,58.3,8.869,113.4,16.939,0.52,27.57,27.31
Spain,2008,46235055.0,1510615290401.0,1774.594,38382.004,1.175,298.75,6461.547,1429.633,188.67,81.191,175.591,62.15,9.972,121.12,18.809,2.58,32.95,23.36
Spain,2009,46635182.0,1468765814163.0,1652.099,35426.023,1.125,282.62,6060.231,1287.26,163.88,78.628,211.402,74.08,12.913,126.84,21.372,6.06,38.12,26.41
Spain,2010,46840469.0,1480376411582.0,1692.348,36130.031,1.143,289.47,6179.913,1236.278,138.04,73.916,275.806,97.77,16.49,159.76,26.084,7.19,44.27,42.3
Spain,2011,46998040.0,1477187548437.0,1661.356,35349.469,1.125,285.45,6073.658,1242.487,146.29,75.574,252.015,87.53,15.329,145.25,24.426,9.4,42.92,30.6
Spain,2012,47018323.0,1433478645419.0,1647.511,35039.766,1.149,282.75,6013.613,1212.435,145.51,74.366,259.509,86.97,15.917,148.44,25.634,11.97,49.47,20.55
Spain,2013,46860394.0,1413362053623.0,1578.531,33685.816,1.117,274.71,5862.307,1111.686,113.32,71.392,300.382,111.41,19.29,168.14,28.608,13.1,55.64,36.87
Spain,2014,46720187.0,1433089409797.0,1554.219,33266.539,1.085,271.03,5801.133,1089.442,106.87,71.046,298.185,110.26,19.445,167.57,28.954,13.67,52.01,39.17
Spain,2015,46683683.0,1488098863146.0,1573.144,33697.949,1.057,277.04,5934.408,1145.939,122.89,73.693,264.0,97.08,16.977,154.28,26.307,13.86,49.32,28.14
Spain,2016,46732768.0,1533303930046.0,1582.913,33871.598,1.032,278.37,5956.634,1132.507,107.44,72.459,283.168,104.63,18.117,163.26,27.541,13.64,48.9,36.4
Spain,2017,46868594.0,1578931492849.0,1602.043,34181.582,1.015,281.55,6007.221,1197.184,126.41,75.517,242.857,87.93,15.319,145.97,24.483,14.4,49.13,18.32
Spain,2018,47092817.0,1615001473949.0,1628.672,34584.289,1.008,282.5,5998.792,1182.64,111.76,73.46,288.54,103.87,17.923,159.64,26.54,12.74,50.89,34.33
Spain,2019,47435121.0,1647042667976.0,1583.871,33390.262,0.962,277.38,5847.566,1154.336,111.18,73.724,267.171,100.99,17.063,159.34,26.276,15.1,55.65,24.65
Spain,2020,47679482.0,1460507935923.0,1422.96,29844.283,0.974,262.75,5510.756,951.118,87.38,67.808,307.592,113.79,21.929,172.09,32.192,20.67,56.44,30.51
Spain,2021,47735670.0,1541121952313.0,1531.899,32091.293,0.994,271.6,5689.666,1034.75,88.44,68.505,336.409,125.75,22.272,182.31,31.495,27.1,62.06,29.63
Spain,2022,47828386.0,1625139888517.0,1592.166,33289.133,0.98,267.35,5589.777,1099.59,105.65,69.964,328.112,122.91,20.877,181.5,30.036,35.72,62.78,17.59
Spain,2023,47911583.0,1625139888517.0,1569.631,32760.994,0.98,265.88,5549.389,1022.27,78.46,66.196,383.33,144.51,24.822,201.38,33.804,48.59,65.01,25.0
Spain,2024,47910533.0,1625139888517.0,1624.246,33901.656,0.98,271.42,5665.143,1051.883,65.33,65.804,413.415,161.81,25.863,216.32,34.196,58.29,62.93,34.41
Sweden,1990,8558571.0,240234012000.0,644.207,75270.344,2.682,144.21,16849.775,230.102,3.35,36.698,207.502,74.45,33.094,142.63,63.302,0.0,0.01,72.5
Sweden,1991,8616955.0,237950140941.0,642.135,74519.977,2.699,145.68,16906.203,231.322,5.1,36.947,181.54,65.11,28.996,141.87,63.053,0.0,0.01,63.24
Sweden,1992,8667576.0,235756851945.0,652.992,75337.344,2.77,143.77,16587.105,246.283,6.02,38.74,212.934,76.37,33.494,139.91,61.26,0.0,0.03,74.33
Sweden,1993,8718038.0,231558425903.0,647.156,74231.828,2.795,144.67,16594.33,245.129,6.99,38.912,214.284,76.87,34.016,138.27,61.088,0.0,0.05,74.65
Sweden,1994,8780190.0,241524284977.0,649.779,74005.148,2.69,142.96,16282.108,260.109,8.14,40.984,171.335,61.4,26.997,134.56,59.016,0.0,0.07,59.1
Sweden,1995,8826298.0,251741126533.0,666.649,75529.906,2.648,146.6,16609.455,259.021,7.8,39.844,196.806,70.55,30.274,140.48,60.156,0.0,0.1,68.1
Sweden,1996,8840330.0,256498914326.0,650.224,73551.977,2.535,146.75,16600.059,279.286,12.34,43.889,150.744,54.0,23.689,128.27,56.111,0.0,0.14,51.74
Sweden,1997,8845525.0,264171121939.0,673.384,76127.047,2.549,146.5,16562.047,261.309,7.25,39.797,201.055,72.03,30.62,141.96,60.203,0.0,0.2,69.06
Sweden,1998,8850606.0,276040695651.0,705.514,79713.688,2.556,148.09,16732.188,265.919,7.11,38.68,217.165,78.1,31.589,151.68,61.32,0.0,0.32,75.0
Sweden,1999,8857691.0,289702793085.0,690.032,77901.969,2.382,147.36,16636.391,260.699,6.9,38.762,208.567,74.75,31.011,147.94,61.238,0.0,0.36,71.69
Sweden,2000,8872099.0,303452362920.0,651.783,73464.344,2.148,149.91,16896.791,242.34,4.77,38.229,232.367,83.14,36.656,140.46,61.771,0.0,0.46,78.58
Sweden,2001,8896018.0,308398096624.0,695.756,78209.859,2.256,154.31,17345.963,246.559,6.17,36.394,231.713,83.32,34.203,155.43,63.606,0.0,0.48,79.06
Sweden,2002,8925045.0,317463771012.0,649.472,72769.648,2.046,152.06,17037.449,249.531,7.44,39.418,196.894,71.15,31.103,139.26,60.582,0.0,0.61,66.36
Sweden,2003,8958434.0,326402407102.0,609.237,68007.117,1.867,148.22,16545.303,249.21,9.24,41.848,162.606,58.73,27.305,126.15,58.152,0.0,0.68,53.54
Sweden,2004,8993805.0,341901244849.0,664.597,73894.945,1.944,149.46,16618.105,248.317,5.89,38.245,190.474,68.18,29.336,145.67,61.755,0.0,0.86,60.12
Sweden,2005,9029771.0,354496929423.0,673.01,74532.344,1.898,150.97,16719.139,237.69,4.76,36.271,222.23,81.22,33.911,153.6,63.729,0.0,0.93,72.8
Sweden,2006,9080628.0,372234670461.0,630.143,69394.227,1.693,149.32,16443.797,240.173,5.24,39.05,195.787,71.06,31.833,138.04,60.95,0.0,0.98,61.72
Sweden,2007,9148280.0,387881844813.0,641.107,70079.531,1.653,150.14,16411.828,233.711,4.42,37.365,213.662,77.43,34.16,144.4,62.635,0.0,1.43,66.16
Sweden,2008,9219903.0,388980516356.0,638.565,69259.43,1.642,147.94,16045.723,229.168,4.6,36.847,224.197,81.41,36.048,145.3,63.153,0.0,2.0,69.07
Sweden,2009,9298738.0,373026350439.0,579.813,62353.945,1.554,141.29,15194.534,209.489,4.62,37.095,218.305,79.81,38.656,131.98,62.905,0.01,2.49,65.85
Sweden,2010,9378234.0,399838964466.0,621.735,66295.578,1.555,150.53,16050.996,228.815,8.53,37.797,226.233,82.09,37.37,139.92,62.203,0.01,3.49,66.4
Sweden,2011,9449263.0,397617949429.0,612.016,64768.621,1.539,143.05,15138.747,208.531,5.72,35.016,230.326,84.09,38.676,144.56,64.984,0.01,6.11,66.43
Sweden,2012,9519477.0,395278763366.0,645.245,67781.508,1.632,146.87,15428.368,196.331,4.09,31.323,265.426,98.31,42.346,162.35,68.677,0.02,7.17,78.93
Sweden,2013,9600620.0,399973749048.0,603.543,62865.043,1.509,143.03,14897.996,192.667,3.88,32.824,224.344,82.69,38.22,149.15,67.176,0.04,9.84,61.36
Sweden,2014,9696438.0,410604225974.0,600.777,61958.484,1.463,137.94,14225.843,187.133,2.93,32.036,231.919,85.75,39.703,150.63,67.964,0.05,11.24,63.76
Sweden,2015,9799483.0,429037422635.0,622.062,63479.047,1.45,139.4,14225.239,186.086,3.15,30.83,274.841,102.5,45.535,158.85,69.17,0.1,16.32,75.31
Sweden,2016,9923281.0,437921057919.0,609.401,61411.199,1.392,144.16,14527.453,191.463,3.66,32.326,242.278,89.13,40.906,152.23,67.674,0.14,15.48,62.02
Sweden,2017,10057864.0,449166531542.0,631.343,62771.066,1.406,145.24,14440.442,193.963,3.47,31.609,255.426,95.06,41.625,160.76,68.391,0.23,17.61,65.14
Sweden,2018,10175400.0,457925387676.0,609.195,59869.379,1.33,146.14,14362.089,175.378,3.66,29.607,246.462,91.15,41.607,159.7,70.393,0.41,16.62,62.21
Sweden,2019,10279120.0,467020665386.0,625.819,60882.551,1.34,142.26,13839.706,178.089,3.35,29.312,265.789,98.94,43.747,165.07,70.688,0.68,19.85,65.37
Sweden,2020,10353682.0,456885314424.0,600.279,57977.379,1.314,138.78,13403.927,162.972,2.44,28.042,296.72,112.14,51.056,161.34,71.958,1.05,27.52,72.39
Sweden,2021,10416134.0,481492421258.0,633.68,60836.348,1.316,146.21,14036.879,176.748,3.06,28.762,307.327,115.75,50.01,168.72,71.238,1.53,27.25,73.89
Sweden,2022,10487335.0,494214521158.0,621.681,59279.207,1.258,139.83,13333.226,159.071,2.88,26.392,316.034,118.23,52.434,170.17,73.608,1.98,33.25,69.87
Sweden,2023,10551493.0,494214521158.0,599.356,56802.957,1.258,137.4,13021.854,157.322,2.33,27.144,304.045,115.09,52.459,163.56,72.856,3.11,34.09,66.19
Sweden,2024,10606993.0,494214521158.0,610.004,57509.574,1.258,138.55,13062.138,164.165,2.08,27.79,303.155,119.24,51.318,169.91,72.21,4.16,40.29,64.61
Switzerland,1990,6713168.0,234154439697.0,331.625,49399.234,1.416,,,175.511,,54.028,84.143,30.237,25.902,53.708,45.972,0.001,0.0,29.798
Switzerland,1991,6796942.0,236201938759.0,340.572,50106.68,1.442,,,179.636,,53.875,90.48,32.518,27.136,55.312,46.125,0.002,0.0,32.08
Switzerland,1992,6875049.0,239958549277.0,346.055,50334.934,1.442,,,181.721,,53.642,92.367,33.192,27.266,56.477,46.358,0.003,0.0,32.704
Switzerland,1993,6938106.0,243429634467.0,345.474,49793.703,1.419,,,172.293,,51.028,100.938,36.276,29.895,59.465,48.972,0.004,0.0,35.781
Switzerland,1994,6993594.0,250752168329.0,362.976,51901.148,1.448,,,177.018,,49.936,110.268,39.628,31.106,63.821,50.064,0.005,0.0,39.073
Switzerland,1995,7040481.0,257142565611.0,343.995,48859.637,1.338,,,167.994,,49.972,99.509,35.752,29.6,60.474,50.028,0.006,0.0,35.172
Switzerland,1996,7071885.0,263448607219.0,332.291,46987.613,1.261,,,174.455,,53.579,81.796,29.37,25.121,54.337,46.421,0.007,0.001,28.748
Switzerland,1997,7089161.0,274617021730.0,355.316,50121.055,1.294,,,180.916,,52.038,96.655,34.713,27.801,59.946,47.962,0.007,0.002,34.046
Switzerland,1998,7110294.0,287985364256.0,357.326,50254.688,1.241,,,183.323,,52.416,95.171,34.175,27.211,59.826,47.584,0.008,0.003,33.475
Switzerland,1999,7144119.0,298226666662.0,373.426,52270.391,1.252,,,182.433,,50.019,113.511,40.77,31.122,65.531,49.981,0.01,0.003,40.008
Switzerland,2000,7184003.0,315545366882.0,364.336,50714.938,1.155,59.05,8219.651,178.189,1.99,50.038,104.968,37.68,29.476,64.13,49.962,0.01,0.0,36.83
Switzerland,2001,7226391.0,325520166982.0,389.127,53847.977,1.195,60.61,8387.312,189.826,2.04,49.914,116.936,42.2,30.748,69.01,50.086,0.01,0.0,41.31
Switzerland,2002,7278744.0,331802188855.0,362.244,49767.43,1.092,60.9,8366.828,180.875,2.08,51.062,99.257,36.1,28.021,63.33,48.938,0.01,0.0,35.17
Switzerland,2003,7333451.0,337991874208.0,358.359,48866.387,1.06,62.23,8485.772,178.532,2.13,50.92,97.702,35.72,27.866,63.21,49.08,0.02,0.0,34.76
Switzerland,2004,7384196.0,353894703206.0,357.158,48367.953,1.009,63.17,8554.757,182.675,2.15,52.22,94.595,34.76,27.041,61.72,47.78,0.02,0.01,33.75
Switzerland,2005,7431824.0,371135459405.0,340.782,45854.402,0.918,64.15,8631.798,184.278,2.17,55.197,87.269,32.29,26.14,55.63,44.803,0.02,0.01,31.23
Switzerland,2006,7478514.0,393075108386.0,350.093,46813.234,0.891,64.83,8668.835,182.742,2.18,53.257,86.527,32.13,25.217,59.95,46.743,0.02,0.01,30.96
Switzerland,2007,7545386.0,416832821635.0,354.893,47034.438,0.851,64.37,8531.042,175.956,2.03,50.651,97.683,36.48,28.119,64.4,49.349,0.03,0.02,35.25
Switzerland,2008,7641730.0,433739216893.0,362.542,47442.336,0.836,65.91,8625.011,182.884,2.01,51.564,99.209,37.33,27.972,65.03,48.436,0.04,0.02,36.04
Switzerland,2009,7737644.0,431737407420.0,355.006,45880.383,0.822,64.51,8337.163,177.319,1.95,51.043,97.908,37.03,28.184,64.72,48.957,0.05,0.02,35.72
Switzerland,2010,7825750.0,451139715920.0,359.477,45935.188,0.797,66.57,8506.533,184.178,2.24,52.38,98.345,37.47,27.969,63.81,47.62,0.09,0.04,36.06
Switzerland,2011,7914379.0,467103594697.0,334.923,42318.344,0.717,65.47,8272.285,169.141,2.15,51.594,88.984,34.02,27.144,60.73,48.406,0.17,0.07,32.39
Switzerland,2012,7998927.0,472611933649.0,354.065,44264.0,0.749,65.93,8242.355,174.715,2.16,50.472,105.401,40.53,30.448,65.97,49.528,0.3,0.09,38.6
Switzerland,2013,8091199.0,481081829913.0,359.146,44387.238,0.747,66.29,8192.853,178.981,2.03,50.996,105.032,40.67,29.926,66.66,49.004,0.5,0.09,38.46
Switzerland,2014,8190238.0,492386642888.0,344.44,42054.887,0.7,64.59,7886.217,161.086,1.85,47.888,104.666,40.67,31.115,68.23,52.112,0.84,0.1,38.04
Switzerland,2015,8283940.0,500484653705.0,336.322,40599.23,0.672,65.04,7851.336,164.18,1.86,49.96,105.561,41.12,32.122,64.21,50.04,1.12,0.11,38.26
Switzerland,2016,8374903.0,510838097521.0,316.245,37761.055,0.619,65.02,7763.671,158.53,2.14,51.305,96.95,37.81,31.376,58.96,48.695,1.33,0.11,34.62
Switzerland,2017,8453630.0,517799793781.0,316.995,37498.082,0.612,65.7,7771.809,161.663,2.01,52.153,97.0,37.76,31.293,58.14,47.847,1.68,0.13,34.09
Switzerland,2018,8516341.0,532611137213.0,321.458,37746.012,0.604,64.7,7597.159,154.76,1.9,49.242,98.792,38.88,31.434,64.39,50.758,1.95,0.12,34.99
Switzerland,2019,8577525.0,538693495449.0,335.955,39166.934,0.624,64.31,7497.5,158.658,1.9,48.366,106.805,42.25,32.559,68.67,51.634,2.18,0.15,38.04
Switzerland,2020,8640582.0,525896489462.0,309.602,35831.172,0.589,62.93,7283.074,137.713,1.87,45.604,107.5,42.6,35.598,66.62,54.396,2.6,0.14,37.87
Switzerland,2021,8707019.0,548098275898.0,290.088,33316.562,0.529,65.5,7522.667,131.863,1.72,46.596,105.486,42.01,37.276,61.37,53.404,2.84,0.14,36.96
Switzerland,2022,8792180.0,559384947989.0,297.485,33835.207,0.532,64.87,7378.148,143.912,1.59,49.408,90.574,35.99,31.096,60.14,50.592,3.86,0.15,29.9
Switzerland,2023,8870564.0,559384947989.0,317.269,35766.453,0.532,61.07,6884.568,142.136,1.04,45.961,110.206,42.06,35.636,66.42,54.039,4.71,0.17,37.18
Switzerland,2024,8921979.0,559384947989.0,339.266,38025.828,0.532,62.28,6980.514,142.694,1.1,43.172,131.772,50.66,39.868,74.66,56.828,5.75,0.18,44.73
United Kingdom,1990,57367867.0,1505692258761.0,2508.393,43724.711,1.666,331.69,5781.808,2304.77,248.27,92.062,16.101,5.73,0.643,71.48,7.938,0.0,0.01,5.12
United Kingdom,1991,57555199.0,1488075367051.0,2561.217,44500.176,1.721,339.29,5895.037,2345.416,247.1,91.756,14.774,5.24,0.578,75.78,8.244,0.0,0.01,4.54
United Kingdom,1992,57719273.0,1491752084171.0,2545.327,44098.398,1.706,337.73,5851.252,2308.487,237.92,90.896,17.872,6.31,0.704,83.12,9.104,0.0,0.03,5.35
United Kingdom,1993,57861037.0,1527509015289.0,2574.725,44498.426,1.686,339.83,5873.209,2303.994,228.04,89.702,16.3,5.72,0.635,95.07,10.298,0.0,0.22,4.3
United Kingdom,1994,58003200.0,1585373248060.0,2543.823,43856.598,1.605,343.45,5921.225,2272.325,231.3,89.551,19.915,6.98,0.785,95.26,10.449,0.0,0.34,5.12
United Kingdom,1995,58154632.0,1623858039641.0,2552.545,43892.383,1.572,353.73,6082.577,2279.953,241.78,89.543,19.141,6.68,0.752,95.64,10.457,0.0,0.39,4.65
United Kingdom,1996,58298563.0,1663446715470.0,2676.295,45906.703,1.609,367.62,6305.816,2390.419,250.51,89.535,16.428,5.69,0.615,100.36,10.465,0.0,0.49,3.4
United Kingdom,1997,58447091.0,1713864597603.0,2629.999,44997.941,1.535,367.24,6283.29,2329.802,245.34,88.819,20.657,7.18,0.788,105.33,11.181,0.0,0.67,4.4
United Kingdom,1998,58626822.0,1766619867063.0,2651.618,45228.754,1.501,375.42,6403.554,2343.126,254.57,88.606,24.946,8.65,0.943,108.14,11.394,0.0,0.88,5.12
United Kingdom,1999,58838663.0,1823341961805.0,2639.219,44855.188,1.447,382.39,6498.958,2340.038,263.4,88.901,27.901,9.62,1.06,104.75,11.099,0.0,0.85,5.34
United Kingdom,2000,59057333.0,1889565292321.0,2664.116,45110.676,1.41,391.23,6624.58,2392.519,282.09,90.022,28.888,9.91,1.087,94.97,9.978,0.0,0.94,5.09
United Kingdom,2001,59288095.0,1939268312671.0,2691.806,45402.137,1.388,395.17,6665.25,2408.626,285.14,89.689,28.016,9.54,1.043,99.63,10.311,0.0,0.96,4.05
United Kingdom,2002,59540764.0,1983994308619.0,2630.84,44185.527,1.326,395.65,6645.027,2350.893,288.27,89.591,32.467,11.12,1.237,98.97,10.409,0.0,1.25,4.79
United Kingdom,2003,59820385.0,2050625402735.0,2668.734,44612.457,1.301,400.37,6692.869,2388.923,298.83,89.729,31.795,10.69,1.194,99.38,10.271,0.0,1.29,3.23
United Kingdom,2004,60169964.0,2099526641365.0,2690.652,44717.523,1.282,401.41,6671.269,2426.199,299.78,90.375,41.578,14.14,1.549,94.14,9.625,0.0,1.94,4.84
United Kingdom,2005,60596107.0,2161729510824.0,2712.682,44766.613,1.255,406.67,6711.157,2436.095,299.8,90.031,50.338,16.93,1.86,98.55,9.969,0.01,2.9,4.92
United Kingdom,2006,61051093.0,2212618867772.0,2678.337,43870.426,1.21,404.79,6630.348,2415.492,303.72,90.403,54.691,18.1,2.047,93.55,9.597,0.01,4.22,4.59
United Kingdom,2007,61535859.0,2267631534502.0,2604.192,42319.914,1.148,402.02,6533.101,2370.073,314.1,91.212,60.732,19.68,2.337,82.71,8.788,0.01,5.27,5.08
United Kingdom,2008,62027303.0,2252034759561.0,2558.816,41253.062,1.136,399.98,6448.451,2342.807,314.53,91.766,71.73,21.94,2.81,74.43,8.234,0.02,7.13,5.14
United Kingdom,2009,62506222.0,2151479208521.0,2422.812,38761.125,1.126,379.62,6073.315,2162.27,282.42,89.504,72.207,25.24,2.989,94.34,10.496,0.02,9.28,5.23
United Kingdom,2010,63006482.0,2190919919855.0,2475.146,39283.996,1.13,384.72,6106.039,2231.316,293.74,90.401,75.116,26.18,3.043,88.32,9.599,0.04,10.29,3.59
United Kingdom,2011,63509285.0,2223011392593.0,2332.188,36722.008,1.049,374.19,5891.895,2045.831,263.79,88.041,99.18,35.2,4.268,104.18,11.959,0.24,15.96,5.69
United Kingdom,2012,63960488.0,2255210551431.0,2375.146,37134.582,1.053,375.73,5874.408,2069.352,252.22,87.462,115.193,41.24,4.869,111.65,12.538,1.35,19.84,5.31
United Kingdom,2013,64389386.0,2296252599482.0,2388.473,37094.207,1.04,372.71,5788.376,2038.486,234.46,85.748,158.219,53.21,6.655,123.82,14.252,2.01,28.4,4.7
United Kingdom,2014,64865914.0,2369725553442.0,2255.708,34774.93,0.952,358.6,5528.327,1890.725,209.82,84.265,190.845,64.51,8.506,128.26,15.735,4.05,31.95,5.89
United Kingdom,2015,65382107.0,2426435869267.0,2279.467,34863.777,0.939,359.98,5505.788,1847.762,185.17,81.576,239.227,83.36,10.562,153.7,18.424,7.53,40.27,6.3
United Kingdom,2016,65893359.0,2478973016876.0,2246.922,34099.367,0.906,356.93,5416.783,1814.012,184.44,81.267,237.927,83.01,10.659,154.74,18.733,10.41,37.16,5.37
United Kingdom,2017,66354473.0,2539548543933.0,2251.043,33924.512,0.886,352.98,5319.611,1780.515,168.99,79.69,277.959,98.89,12.44,169.23,20.31,11.46,49.65,5.88
United Kingdom,2018,66752473.0,2582848171416.0,2246.424,33653.051,0.87,352.87,5286.246,1755.417,158.56,78.758,311.597,110.14,13.98,175.2,21.242,12.67,56.91,5.44
United Kingdom,2019,67110958.0,2624285076706.0,2192.985,32676.998,0.836,348.36,5190.806,1694.126,151.27,77.919,341.011,119.74,15.684,175.92,22.081,12.42,63.84,5.93
