country,year,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,electricity_demand,electricity_demand_per_capita,fossil_fuel_consumption,fossil_electricity,fossil_share_energy,renewables_consumption,renewables_electricity,renewables_share_energy,low_carbon_electricity,low_carbon_share_energy,solar_electricity,wind_electricity,hydro_electricity
Hungary,2010,9979128.0,200496589291.0,277.827,27840.814,1.386,42.56,4264.902,224.51,18.58,81.163,11.062,3.02,3.999,18.78,18.837,0.0,0.53,0.19
Hungary,2011,9946675.0,208407605976.0,269.464,27090.857,1.293,42.66,4288.871,217.824,17.62,81.184,9.852,2.71,3.672,18.4,18.816,0.0,0.63,0.22
Hungary,2012,9916621.0,205802052322.0,251.116,25322.736,1.22,42.59,4294.81,199.771,16.19,79.911,9.517,2.64,3.807,18.43,20.089,0.01,0.77,0.21
Hungary,2013,9889344.0,209511661762.0,238.041,24070.496,1.136,42.15,4262.164,187.814,12.12,79.29,9.747,2.78,4.115,18.15,20.71,0.02,0.72,0.21
Hungary,2014,9862843.0,218378634753.0,238.269,24158.225,1.091,42.78,4337.492,185.849,10.58,78.386,11.428,3.16,4.82,18.81,21.614,0.07,0.66,0.3
Hungary,2015,9839211.0,226474616785.0,251.04,25514.207,1.108,44.02,4473.936,198.327,11.28,79.365,11.477,3.22,4.593,19.05,20.635,0.14,0.69,0.23
Hungary,2016,9810529.0,231459349147.0,255.495,26042.918,1.104,44.59,4545.117,202.307,12.58,79.568,11.612,3.25,4.567,19.3,20.432,0.24,0.68,0.26
Hungary,2017,9785608.0,241347220007.0,269.293,27519.338,1.116,45.8,4680.343,215.885,13.34,80.533,11.941,3.48,4.454,19.58,19.467,0.35,0.76,0.22
Hungary,2018,9774395.0,254289117363.0,271.203,27746.227,1.067,46.4,4747.097,217.812,12.55,80.666,13.069,3.77,4.84,19.5,19.334,0.63,0.61,0.22
Hungary,2019,9770346.0,266658311342.0,274.892,28135.389,1.031,46.86,4796.146,217.758,13.29,79.626,15.402,4.7,5.632,20.99,20.374,1.5,0.73,0.22
Hungary,2020,9749459.0,254563881936.0,270.327,27727.416,1.062,46.6,4779.752,210.904,13.34,78.448,18.299,5.52,6.807,21.58,21.552,2.46,0.65,0.24
Hungary,2021,9707848.0,272892486007.0,283.958,29250.391,1.041,48.85,5032.011,221.14,13.2,78.326,21.808,6.91,7.724,22.9,21.674,3.8,0.66,0.21
Hungary,2022,9684308.0,285385229433.0,267.047,27575.229,0.936,47.93,4949.244,202.749,12.31,76.403,23.77,7.66,8.957,23.47,23.597,4.73,0.61,0.18
Hungary,2023,9686465.0,285385229433.0,255.314,26357.766,0.936,46.62,4812.901,186.749,10.24,73.776,27.555,9.36,10.886,25.28,26.224,6.93,0.63,0.22
Hungary,2024,9676135.0,285385229433.0,260.792,26952.049,0.936,48.71,5034.035,186.585,10.02,72.181,32.844,11.94,12.706,27.96,27.819,9.2,0.67,0.23
Iceland,1990,254842.0,7325718271.0,21.688,85104.047,2.961,,,8.603,,40.917,12.422,4.437,59.083,4.437,59.083,0.0,0.0,4.154
Iceland,1991,257817.0,7288590266.0,21.188,82181.078,2.907,,,8.148,,39.705,12.373,4.421,60.295,4.421,60.295,0.0,0.0,4.154
Iceland,1992,261087.0,7011078151.0,21.934,84010.953,3.129,,,8.554,,40.296,12.674,4.534,59.704,4.534,59.704,0.0,0.0,4.304
Iceland,1993,263760.0,7076878574.0,22.785,86386.883,3.22,,,8.873,,40.223,13.186,4.715,59.777,4.715,59.777,0.0,0.0,4.461
Iceland,1994,266063.0,7301854318.0,23.04,86596.031,3.155,,,8.973,,40.226,13.333,4.768,59.774,4.768,59.774,0.0,0.0,4.509
Iceland,1995,267516.0,7280955133.0,23.782,88899.734,3.266,,,9.134,,39.667,13.893,4.965,60.333,4.965,60.333,0.0,0.0,4.677
Iceland,1996,268967.0,7601917128.0,25.168,93572.672,3.311,,,10.112,,41.421,14.301,5.105,58.579,5.105,58.579,0.0,0.0,4.762
Iceland,1997,271194.0,8108417582.0,26.403,97359.359,3.256,,,9.964,,38.957,15.614,5.574,61.043,5.574,61.043,0.0,0.0,5.201
Iceland,1998,274121.0,8607334873.0,28.57,104224.273,3.319,,,10.113,,36.441,17.638,6.268,63.559,6.268,63.559,0.0,0.0,5.616
Iceland,1999,277450.0,8919642339.0,31.3,112814.375,3.509,,,10.212,,33.434,20.332,7.178,66.566,7.178,66.566,0.0,0.0,6.042
Iceland,2000,281293.0,9307402059.0,33.23,118131.695,3.57,7.61,27053.643,10.698,0.0,32.946,21.774,7.61,67.054,7.61,67.054,0.0,0.0,6.29
Iceland,2001,285058.0,9632094658.0,33.6,117870.156,3.488,7.96,27924.143,10.201,0.0,31.014,22.69,7.96,68.986,7.96,68.986,0.0,0.0,6.51
Iceland,2002,287609.0,9623436669.0,34.911,121384.805,3.628,8.35,29032.473,10.559,0.01,30.94,23.568,8.34,69.06,8.34,69.06,0.0,0.0,6.91
Iceland,2003,289616.0,9810546928.0,35.086,121147.977,3.576,8.44,29142.035,10.638,0.01,30.991,23.688,8.43,69.009,8.43,69.009,0.0,0.0,7.02
Iceland,2004,292172.0,10591927126.0,35.781,122464.852,3.378,8.54,29229.357,11.129,0.0,31.717,23.96,8.54,68.283,8.54,68.283,0.0,0.0,7.06
Iceland,2005,296852.0,11206862490.0,35.904,120949.797,3.204,8.61,29004.352,11.256,0.0,31.888,24.043,8.61,68.112,8.61,68.112,0.0,0.0,6.95
Iceland,2006,303883.0,11775508947.0,39.382,129596.773,3.344,9.85,32413.793,11.453,0.0,29.24,27.716,9.85,70.76,9.85,70.76,0.0,0.0,7.22
Iceland,2007,311662.0,12798725464.0,45.02,144452.812,3.518,11.89,38150.305,11.569,0.0,25.663,33.513,11.89,74.337,11.89,74.337,0.0,0.0,8.31
Iceland,2008,317519.0,13031114591.0,56.451,177787.047,4.332,16.34,51461.488,10.64,0.0,18.984,45.409,16.34,81.016,16.34,81.016,0.0,0.0,12.3
Iceland,2009,318619.0,12031037299.0,56.355,176872.812,4.684,16.71,52445.082,9.861,0.0,17.509,46.458,16.71,82.491,16.71,82.491,0.0,0.0,12.16
Iceland,2010,318163.0,11531450215.0,56.386,177223.719,4.89,16.74,52614.539,9.543,0.0,16.953,46.746,16.74,83.047,16.74,83.047,0.0,0.0,12.51
Iceland,2011,319139.0,11716753534.0,56.377,176654.859,4.812,16.85,52798.312,9.428,0.0,16.68,47.095,16.85,83.32,16.85,83.32,0.0,0.0,12.38
Iceland,2012,320851.0,11841375384.0,56.898,177335.031,4.805,17.29,53887.945,9.363,0.0,16.301,48.077,17.29,83.699,17.29,83.699,0.0,0.0,12.21
Iceland,2013,323891.0,12380449213.0,58.717,181285.359,4.743,17.99,55543.375,9.903,0.0,16.719,49.327,17.99,83.281,17.99,83.281,0.0,0.0,12.75
Iceland,2014,327517.0,12589333385.0,58.63,179012.797,4.657,17.8,54348.32,10.068,0.0,16.988,49.194,17.8,83.012,17.8,83.012,0.0,0.01,12.55
Iceland,2015,330962.0,13147880818.0,61.207,184937.594,4.655,18.55,56048.727,11.0,0.0,17.832,50.688,18.55,82.168,18.55,82.168,0.0,0.01,13.54
Iceland,2016,335571.0,13976682094.0,61.442,183095.906,4.396,18.17,54146.516,12.187,0.0,19.643,49.856,18.17,80.357,18.17,80.357,0.0,0.01,13.09
Iceland,2017,343537.0,14562998209.0,64.246,187012.172,4.412,19.07,55510.758,13.438,0.0,20.697,51.491,19.07,79.303,19.07,79.303,0.0,0.01,13.89
Iceland,2018,352860.0,15275006901.0,66.459,188342.578,4.351,19.69,55801.168,14.441,0.0,21.3,53.355,19.69,78.7,19.69,78.7,0.0,0.0,13.68
Iceland,2019,360709.0,15550746271.0,63.328,175565.688,4.072,19.36,53672.074,12.404,0.0,19.157,52.344,19.36,80.843,19.36,80.843,0.0,0.01,13.33
Iceland,2020,366626.0,14424580947.0,58.082,158421.688,4.027,18.89,51523.895,8.271,0.0,13.874,51.347,18.89,86.126,18.89,86.126,0.0,0.01,12.92
Iceland,2021,372647.0,15049658393.0,60.645,162740.016,4.03,19.39,52033.156,9.627,0.0,15.506,52.459,19.39,84.494,19.39,84.494,0.0,0.01,13.58
Iceland,2022,380368.0,16019540441.0,63.724,167531.625,3.978,19.87,52238.887,11.701,0.0,17.925,53.578,19.87,82.075,19.87,82.075,0.0,0.01,13.94
Iceland,2023,387559.0,16019540441.0,64.068,165312.656,3.978,20.12,51914.68,11.912,0.0,18.157,53.696,20.12,81.843,20.12,81.843,0.0,0.01,14.1
Ireland,1990,3514015.0,66087470680.0,117.886,33547.477,1.784,14.21,4043.807,115.825,13.51,98.356,1.936,0.7,1.644,0.7,1.644,0.0,0.0,0.7
Ireland,1991,3534258.0,67931954747.0,122.462,34649.891,1.803,14.91,4218.707,120.256,14.16,98.306,2.072,0.75,1.694,0.75,1.694,0.0,0.0,0.75
Ireland,1992,3558417.0,71260987727.0,123.019,34571.199,1.726,15.76,4428.936,120.588,14.93,98.142,2.283,0.83,1.858,0.83,1.858,0.0,0.01,0.82
Ireland,1993,3576118.0,73767381672.0,125.626,35129.172,1.703,16.12,4507.682,123.32,15.34,98.273,2.167,0.78,1.727,0.78,1.727,0.0,0.02,0.76
Ireland,1994,3590162.0,78958775461.0,130.936,36470.648,1.658,16.79,4676.669,128.159,15.85,98.005,2.608,0.94,1.995,0.94,1.995,0.0,0.02,0.92
Ireland,1995,3610695.0,87444502170.0,133.621,37006.93,1.528,17.55,4860.56,131.465,16.84,98.483,2.025,0.73,1.517,0.73,1.517,0.0,0.02,0.71
Ireland,1996,3638507.0,96380321753.0,141.037,38762.234,1.463,18.74,5150.464,138.774,18.11,98.489,2.129,0.76,1.511,0.76,1.511,0.0,0.01,0.72
Ireland,1997,3672287.0,108003078862.0,145.73,39683.773,1.349,19.64,5348.166,143.319,18.84,98.437,2.275,0.81,1.563,0.81,1.563,0.0,0.05,0.68
Ireland,1998,3711075.0,118588811316.0,156.805,42253.375,1.322,20.93,5639.875,153.326,19.67,97.906,3.28,1.18,2.094,1.18,2.094,0.0,0.17,0.92
Ireland,1999,3752938.0,132916954385.0,165.537,44108.691,1.245,21.96,5851.416,162.192,20.59,98.093,3.154,1.13,1.907,1.13,1.907,0.0,0.19,0.85
Ireland,2000,3802589.0,147722370991.0,173.349,45587.059,1.173,23.72,6237.855,169.822,22.44,98.08,3.325,1.18,1.92,1.18,1.92,0.0,0.24,0.85
Ireland,2001,3862981.0,158384851025.0,183.168,47416.109,1.156,24.33,6298.245,180.126,23.55,98.43,2.872,1.03,1.57,1.03,1.57,0.0,0.33,0.6
Ireland,2002,3928441.0,169226186783.0,181.354,46164.363,1.072,25.3,6440.213,177.301,23.42,97.894,3.815,1.38,2.106,1.38,2.106,0.0,0.39,0.91
Ireland,2003,3992935.0,177468844871.0,176.855,44291.898,0.997,25.99,6508.997,173.529,23.68,98.225,3.136,1.14,1.775,1.14,1.775,0.0,0.45,0.6
Ireland,2004,4066066.0,191402766075.0,180.362,44357.832,0.942,26.75,6578.841,176.311,23.79,97.877,3.823,1.39,2.123,1.39,2.123,0.0,0.65,0.63
Ireland,2005,4155283.0,204898243531.0,188.174,45285.484,0.918,27.62,6646.96,182.757,23.71,97.284,5.103,1.87,2.716,1.87,2.716,0.0,1.11,0.63
Ireland,2006,4268775.0,219162994472.0,194.294,45515.262,0.887,28.85,6758.379,187.192,24.6,96.549,6.692,2.47,3.451,2.47,3.451,0.0,1.62,0.72
Ireland,2007,4393518.0,230371638354.0,197.324,44912.613,0.857,29.66,6750.854,189.127,25.52,96.066,7.745,2.81,3.934,2.81,3.934,0.0,1.96,0.67
Ireland,2008,4485992.0,223067117042.0,196.379,43776.055,0.88,30.34,6763.275,185.6,26.29,94.797,10.186,3.6,5.203,3.6,5.203,0.0,2.41,0.97
Ireland,2009,4533750.0,215181048184.0,176.612,38954.852,0.821,28.7,6330.301,164.151,23.82,93.296,11.795,4.12,6.704,4.12,6.704,0.0,2.96,0.9
Ireland,2010,4559084.0,221852442105.0,178.3,39108.832,0.804,28.58,6268.803,166.767,24.39,93.851,10.927,3.72,6.149,3.72,6.149,0.0,2.81,0.6
Ireland,2011,4579603.0,224397469453.0,170.262,37178.258,0.759,27.62,6031.091,154.086,21.7,90.968,15.298,5.43,9.032,5.43,9.032,0.0,4.38,0.71
Ireland,2012,4600135.0,217871560184.0,167.469,36405.145,0.769,27.5,5978.085,151.88,21.84,91.139,14.767,5.25,8.861,5.25,8.861,0.0,4.01,0.8
Ireland,2013,4624686.0,222738952818.0,164.997,35677.523,0.741,27.78,6006.895,148.27,19.91,90.352,15.832,5.63,9.648,5.63,9.648,0.0,4.54,0.6
Ireland,2014,4658236.0,236178350686.0,164.553,35325.18,0.697,27.93,5995.832,145.665,19.39,89.062,17.889,6.39,10.938,6.39,10.938,0.0,5.14,0.71
Ireland,2015,4702497.0,249955928768.0,173.913,36983.117,0.696,28.72,6107.394,151.093,20.19,87.494,21.597,7.86,12.506,7.86,12.506,0.0,6.57,0.81
Ireland,2016,4753506.0,255118282428.0,181.909,38268.473,0.713,29.49,6203.842,159.873,22.69,88.463,20.85,7.51,11.537,7.51,11.537,0.0,6.15,0.68
Ireland,2017,4810258.0,266528546717.0,182.73,37987.566,0.686,29.98,6232.514,156.516,21.78,86.308,24.831,8.88,13.692,8.88,13.692,0.01,7.44,0.69
Ireland,2018,4872559.0,282500483309.0,186.853,38347.988,0.661,30.87,6335.48,157.237,20.7,84.858,28.057,10.2,15.142,10.2,15.142,0.02,8.64,0.69
Ireland,2019,4933493.0,294503693886.0,187.796,38065.551,0.638,31.35,6354.524,153.616,18.92,82.61,32.338,11.79,17.39,11.79,17.39,0.03,10.02,0.89
Ireland,2020,4982602.0,274762344680.0,176.583,35439.918,0.643,31.82,6386.221,138.187,18.51,79.181,36.334,13.46,20.819,13.46,20.819,0.06,11.55,0.93
Ireland,2021,5028428.0,287639621097.0,179.882,35772.973,0.625,33.17,6596.495,146.45,19.98,82.201,31.71,11.6,17.799,11.6,17.799,0.08,9.78,0.75
Ireland,2022,5110015.0,308390920561.0,186.452,36487.48,0.605,33.86,6626.204,148.706,20.54,80.58,35.839,13.07,19.42,13.07,19.42,0.15,11.21,0.7
Ireland,2023,5196629.0,308390920561.0,180.455,34725.469,0.605,34.57,6652.389,139.369,17.27,78.18,38.897,14.03,21.82,14.03,21.82,0.65,11.61,0.94
Ireland,2024,5255016.0,308390920561.0,181.792,34593.98,0.605,36.02,6854.404,139.859,16.71,77.82,39.863,14.25,22.18,14.25,22.18,1.09,11.39,0.77
Italy,1990,57031457.0,1475485283347.0,2152.229,37737.582,1.459,247.8,4344.971,2049.394,178.25,95.432,98.088,34.9,4.568,34.9,4.568,0.0,0.0,31.63
Italy,1991,57075394.0,1509175668697.0,2090.716,36630.781,1.385,253.51,4441.669,1956.412,172.9,93.875,127.64,45.53,6.125,45.53,6.125,0.0,0.0,42.24
Italy,1992,57124993.0,1531924051790.0,2101.066,36780.156,1.372,257.98,4516.062,1966.124,176.91,93.871,128.365,45.77,6.129,45.77,6.129,0.01,0.0,42.2
Italy,1993,57170762.0,1529550155063.0,2068.863,36187.422,1.353,259.17,4533.262,1935.55,174.52,93.846,126.933,45.22,6.154,45.22,6.154,0.01,0.0,41.42
Italy,1994,57420136.0,1573414707872.0,2064.182,35948.75,1.312,266.35,4638.617,1921.912,180.5,93.426,135.237,48.25,6.574,48.25,6.574,0.01,0.01,44.66
Italy,1995,57403342.0,1630199200435.0,2167.477,37758.719,1.33,274.8,4787.178,2045.246,195.91,94.614,116.429,41.46,5.386,41.46,5.386,0.01,0.01,37.78
Italy,1996,57162098.0,1662793011167.0,2176.345,38073.223,1.309,276.78,4842.02,2040.029,193.17,94.017,129.831,46.22,5.983,46.22,5.983,0.01,0.03,42.04
Italy,1997,57189272.0,1705188033729.0,2197.644,38427.555,1.289,285.33,4989.222,2061.347,200.31,94.072,129.902,46.19,5.928,46.19,5.928,0.01,0.12,41.6
Italy,1998,57215190.0,1744897501196.0,2202.06,38487.336,1.262,294.39,5145.312,2064.945,207.18,94.041,130.842,46.48,5.959,46.48,5.959,0.02,0.23,41.22
Italy,1999,57240796.0,1784529161518.0,2214.889,38694.242,1.241,301.26,5263.03,2063.412,207.93,93.457,144.462,51.32,6.543,51.32,6.543,0.02,0.4,45.37
Italy,2000,57272200.0,1863751547560.0,2100.08,36668.406,1.127,314.29,5487.654,1949.863,219.07,93.147,143.451,50.87,6.853,50.87,6.853,0.02,0.56,44.2
Italy,2001,57305760.0,1910272015654.0,2096.657,36587.203,1.098,320.28,5588.967,1937.066,217.55,92.705,152.428,54.35,7.295,54.35,7.295,0.02,1.18,46.81
Italy,2002,57420636.0,1929301903714.0,2101.486,36598.094,1.089,328.13,5714.496,1960.268,229.22,93.547,135.213,48.31,6.453,48.31,6.453,0.02,1.4,39.52
Italy,2003,57739697.0,1947667703883.0,2170.052,37583.359,1.114,337.24,5840.695,2033.775,239.41,93.94,131.188,46.86,6.06,46.86,6.06,0.02,1.46,36.67
Italy,2004,58176736.0,1994293720592.0,2224.656,38239.617,1.116,339.34,5832.916,2065.802,239.84,93.107,152.939,53.87,6.893,53.87,6.893,0.03,1.84,42.34
Italy,2005,58519696.0,2029243417217.0,2222.93,37986.016,1.095,343.78,5874.604,2081.253,246.2,93.839,136.635,48.43,6.161,48.43,6.161,0.03,2.34,36.07
Italy,2006,58754434.0,2086553648584.0,2221.864,37816.105,1.065,350.6,5967.209,2074.359,254.97,93.573,142.478,50.64,6.427,50.64,6.427,0.04,2.97,36.99
Italy,2007,59108723.0,2134371774096.0,2175.28,36801.336,1.019,352.45,5962.741,2037.003,258.45,93.827,134.017,47.72,6.173,47.72,6.173,0.04,4.03,32.82
Italy,2008,59561687.0,2129113318512.0,2150.094,36098.609,1.01,351.6,5903.124,1976.755,253.41,92.197,167.297,58.16,7.803,58.16,7.803,0.19,4.86,41.62
Italy,2009,59904016.0,2029023036275.0,1994.81,33300.102,0.983,331.32,5530.848,1785.972,217.1,89.873,201.237,69.26,10.127,69.26,10.127,0.68,6.54,49.14
Italy,2010,60164212.0,2080545936781.0,2062.27,34277.355,0.991,340.79,5664.331,1829.21,219.66,89.079,224.253,76.97,10.921,76.97,10.921,1.91,9.12,51.12
Italy,2011,60367882.0,2110883320816.0,2020.391,33467.977,0.957,344.1,5700.051,1771.616,215.42,88.088,239.582,82.95,11.912,82.95,11.912,10.8,9.85,45.82
Italy,2012,60531522.0,2047959835066.0,1959.975,32379.41,0.957,338.35,5589.65,1686.502,203.03,86.501,263.19,92.22,13.499,92.22,13.499,18.86,13.41,41.87
Italy,2013,60653864.0,2010255414011.0,1863.063,30716.307,0.927,328.16,5410.373,1536.089,174.02,83.04,313.725,112.0,16.96,112.0,16.96,21.59,14.9,52.77
Italy,2014,60664169.0,2010164047423.0,1816.316,29940.508,0.904,320.25,5279.063,1468.623,155.85,81.483,333.739,120.68,18.517,120.68,18.517,22.31,15.18,58.55
Italy,2015,60575314.0,2025809415322.0,1838.465,30350.078,0.908,326.08,5383.051,1522.677,170.81,83.34,304.388,108.89,16.66,108.89,16.66,22.94,14.84,45.54
Italy,2016,60478103.0,2052012434345.0,1834.538,30333.92,0.894,322.98,5340.445,1523.979,177.94,83.588,299.222,108.01,16.412,108.01,16.412,22.1,17.69,42.43
Italy,2017,60390317.0,2086237040647.0,1847.626,30594.736,0.886,329.85,5461.968,1549.253,188.2,84.325,287.981,103.89,15.675,103.89,15.675,24.38,17.74,36.2
Italy,2018,60277496.0,2105551772855.0,1859.782,30853.664,0.883,329.96,5474.016,1532.717,171.65,82.941,315.249,114.41,17.059,114.41,17.059,22.65,17.72,48.79
Italy,2019,60130136.0,2115725732767.0,1839.953,30599.51,0.87,328.13,5456.998,1509.498,174.16,82.588,318.252,115.83,17.412,115.83,17.412,23.69,20.2,46.32
Italy,2020,59912763.0,1925751927111.0,1663.423,27764.078,0.864,309.01,5157.666,1331.033,159.91,80.601,320.361,116.9,19.399,116.9,19.399,24.94,18.76,47.55
Italy,2021,59729353.0,2060299944789.0,1785.142,29887.174,0.866,328.28,5496.125,1453.988,169.16,81.986,319.47,116.33,18.014,116.33,18.014,25.04,20.93,45.39
Italy,2022,59619106.0,2136009300257.0,1755.465,29444.67,0.822,323.16,5420.41,1467.793,179.71,84.049,278.563,100.46,15.951,100.46,15.951,28.12,20.49,28.4
Italy,2023,59499452.0,2136009300257.0,1680.654,28246.553,0.822,312.75,5256.351,1353.621,145.03,81.146,314.506,116.47,18.854,116.47,18.854,30.71,23.54,40.52
Italy,2024,59342870.0,2136009300257.0,1696.287,28584.518,0.822,318.51,5367.284,1329.927,133.32,79.069,352.047,134.19,20.931,134.19,20.931,35.99,22.17,53.13
Latvia,1990,2660131.0,42100704929.0,86.61,32558.719,2.057,10.23,3845.675,73.316,2.15,85.445,12.489,4.5,14.555,4.5,14.555,0.0,0.0,4.5
Latvia,1991,2648933.0,36517762608.0,79.678,30079.197,2.182,9.88,3729.804,69.994,2.37,88.498,9.097,3.28,11.502,3.28,11.502,0.0,0.0,3.28
Latvia,1992,2614833.0,24594371373.0,57.303,21914.455,2.33,7.92,3028.874,49.848,1.32,87.682,7.003,2.52,12.318,2.52,12.318,0.0,0.0,2.52
Latvia,1993,2563820.0,21610169740.0,49.468,19294.713,2.289,6.43,2507.976,40.964,1.05,83.68,7.989,2.88,16.32,2.88,16.32,0.0,0.0,2.88
Latvia,1994,2521238.0,21908377653.0,47.913,19003.898,2.187,6.26,2482.907,38.14,1.13,80.599,9.181,3.31,19.401,3.31,19.401,0.0,0.0,3.31
Latvia,1995,2485948.0,21602325855.0,44.847,18040.334,2.076,6.25,2514.131,36.163,1.05,81.593,8.158,2.94,18.407,2.94,18.407,0.0,0.0,2.94
Latvia,1996,2457907.0,21944517346.0,41.744,16983.689,1.902,6.35,2583.499,36.241,1.26,87.517,5.169,1.86,12.483,1.86,12.483,0.0,0.0,1.86
Latvia,1997,2433229.0,23733281647.0,42.029,17272.965,1.771,6.33,2601.481,33.291,1.56,80.221,8.208,2.95,19.779,2.95,19.779,0.0,0.0,2.95
Latvia,1998,2410217.0,25089221158.0,45.763,18987.279,1.824,6.33,2626.32,32.995,1.48,73.34,11.994,4.32,26.66,4.32,26.66,0.0,0.0,4.32
Latvia,1999,2390822.0,25549229736.0,38.885,16264.097,1.522,6.06,2534.693,30.726,1.35,80.037,7.664,2.76,19.963,2.76,19.963,0.0,0.0,2.76
Latvia,2000,2368320.0,26727290777.0,38.056,16068.618,1.424,5.93,2503.885,29.705,1.32,79.109,7.844,2.82,20.891,2.82,20.891,0.0,0.0,2.82
Latvia,2001,2338299.0,28242589693.0,40.966,17519.527,1.451,6.15,2630.117,32.625,1.44,80.618,7.844,2.83,19.382,2.83,19.382,0.0,0.0,2.83
Latvia,2002,2311358.0,30014856985.0,41.313,17873.787,1.376,6.32,2734.323,34.057,1.49,83.332,6.812,2.48,16.668,2.48,16.668,0.0,0.01,2.46
Latvia,2003,2288983.0,32298352002.0,40.831,17838.24,1.264,6.6,2883.376,34.044,1.63,84.217,6.38,2.34,15.783,2.34,15.783,0.0,0.05,2.27
Latvia,2004,2264179.0,34720425840.0,45.924,20282.883,1.323,6.79,2998.879,36.703,1.49,80.879,8.677,3.2,19.121,3.2,19.121,0.0,0.05,3.11
Latvia,2005,2239787.0,38143684659.0,47.371,21149.693,1.242,7.07,3156.55,37.548,1.5,80.27,9.229,3.42,19.73,3.42,19.73,0.0,0.05,3.33
Latvia,2006,2219039.0,42361248688.0,44.934,20249.385,1.061,7.4,3334.777,36.954,2.1,83.116,7.507,2.79,16.884,2.79,16.884,0.0,0.05,2.7
Latvia,2007,2200774.0,46228816935.0,46.306,21040.67,1.002,7.76,3526.032,38.273,1.94,83.503,7.561,2.82,16.497,2.82,16.497,0.0,0.05,2.73
Latvia,2008,2177710.0,44217430207.0,46.6,21398.684,1.054,7.79,3577.152,37.536,2.06,81.506,8.517,3.21,18.494,3.21,18.494,0.0,0.06,3.11
Latvia,2009,2142044.0,37590730012.0,44.078,20577.336,1.173,7.22,3370.612,34.086,2.01,78.384,9.4,3.56,21.616,3.56,21.616,0.0,0.05,3.46
Latvia,2010,2097834.0,35881177042.0,49.96,23815.148,1.392,7.5,3575.116,39.531,2.99,80.113,9.813,3.64,19.887,3.64,19.887,0.0,0.05,3.52
Latvia,2011,2059940.0,37869724459.0,44.637,21669.318,1.179,7.33,3558.356,35.809,3.01,81.14,8.323,3.08,18.86,3.08,18.86,0.0,0.07,2.89
Latvia,2012,2034639.0,40536567235.0,46.287,22749.254,1.142,7.86,3863.093,34.676,2.06,75.977,10.964,4.11,24.023,4.11,24.023,0.0,0.11,3.71
Latvia,2013,2013004.0,41350512828.0,44.583,22147.385,1.078,7.56,3755.581,34.47,2.67,78.269,9.57,3.53,21.731,3.53,21.731,0.0,0.12,2.91
Latvia,2014,1994153.0,42137028688.0,41.015,20567.852,0.973,7.46,3740.937,32.924,2.34,81.042,7.702,2.8,18.958,2.8,18.958,0.0,0.14,1.99
Latvia,2015,1977874.0,43774190659.0,42.114,21292.598,0.962,7.36,3721.167,33.948,2.76,81.337,7.79,2.78,18.663,2.78,18.663,0.0,0.15,1.86
Latvia,2016,1959863.0,44810998817.0,44.979,22950.191,1.004,7.45,3801.286,35.085,2.94,78.866,9.402,3.48,21.134,3.48,21.134,0.0,0.13,2.53
Latvia,2017,1942599.0,46295495418.0,49.301,25378.883,1.065,7.47,3845.364,34.146,2.07,70.393,14.362,5.46,29.607,5.46,29.607,0.0,0.15,4.38
Latvia,2018,1927586.0,48143398790.0,43.999,22825.789,0.914,7.63,3958.319,33.786,3.23,77.613,9.745,3.49,22.387,3.49,22.387,0.0,0.12,2.43
Latvia,2019,1914267.0,49380620266.0,45.263,23645.102,0.917,7.56,3949.292,35.917,3.25,80.106,8.92,3.19,19.894,3.19,19.894,0.0,0.15,2.11
Latvia,2020,1901119.0,48292861660.0,41.221,21682.367,0.854,7.35,3866.144,30.587,2.08,75.106,10.138,3.64,24.894,3.64,24.894,0.0,0.18,2.6
Latvia,2021,1885593.0,50255494980.0,43.077,22845.332,0.857,7.62,4041.169,32.291,2.13,75.835,10.29,3.72,24.165,3.72,24.165,0.01,0.14,2.71
Latvia,2022,1881059.0,51248480035.0,38.513,20474.271,0.752,7.34,3902.057,27.88,1.21,73.354,10.127,3.82,26.646,3.82,26.646,0.08,0.19,2.75
Latvia,2023,1882399.0,51248480035.0,40.763,21654.951,0.752,7.17,3808.969,27.314,1.42,68.224,12.722,4.95,31.776,4.95,31.776,0.24,0.26,3.79
Latvia,2024,1871874.0,51248480035.0,38.79,20722.363,0.752,7.39,3947.915,26.848,1.68,70.331,11.326,4.64,29.669,4.64,29.669,0.54,0.27,3.21
Lithuania,1990,3695016.0,51021989460.0,196.066,53062.188,3.843,16.42,4443.824,146.51,10.96,75.143,1.15,0.41,0.59,17.44,24.857,0.0,0.0,0.41
Lithuania,1991,3701408.0,47786759590.0,206.558,55805.352,4.323,16.62,4490.184,157.321,12.03,76.562,0.939,0.34,0.457,17.34,23.438,0.0,0.0,0.34
Lithuania,1992,3697552.0,37159351315.0,131.355,35524.789,3.535,13.25,3583.452,88.9,3.6,68.162,0.864,0.31,0.662,14.95,31.838,0.0,0.0,0.31
Lithuania,1993,3680201.0,30736278642.0,103.416,28100.664,3.365,11.2,3043.312,67.466,1.28,65.748,1.092,0.39,1.064,12.65,34.252,0.0,0.0,0.39
Lithuania,1994,3654893.0,27661451474.0,89.101,24378.572,3.221,10.86,2971.359,65.899,1.6,74.411,1.256,0.45,1.418,8.16,25.589,0.0,0.0,0.45
